HIP,RA_J2000,DE_J2000,Plx,pmRA,pmDE,Vmag,B-V
20718,"4,439936","8,287411","5,3","11,28","-3,01","10,69","0,432"
23589,"5,072664","21,277931","5,3","15,18","-25,17","6,2","1,324"
25761,"5,500896","23,758747","5,3","1,01","-4,41","8,12","1,097"
26250,"5,591062","21,294343","5,3","-1,09","-22,12","9,24","0,568"
15038,"3,230606","22,252510","5,31","-9,35","-41,29","8,64","0,593"
17762,"3,802597","10,172664","5,31","39,17","16,74","9,3","0,558"
18947,"4,060815","6,792910","5,31","18,01","-11,16","9,71","0,532"
21027,"4,508688","8,321781","5,31","-12,94","-21,7","9,09","0,403"
15805,"3,393666","15,667888","5,32","-5,04","34,43","9,72","0,466"
19822,"4,250290","15,737725","5,32","19,75","-15,91","10,02","0,604"
22990,"4,946530","16,734294","5,32","3,84","-28,38","7,31","1,205"
23159,"4,982557","14,549575","5,32","4,92","-4,02","7,58","0,057"
24452,"5,245840","12,525394","5,32","-4,6","-8,39","8,05","0,153"
14403,"3,096492","18,179791","5,33","-4,76","-0,74","8,51","0,34"
24632,"5,284806","9,927279","5,33","2,34","-5,79","7,48","0,005"
28558,"6,027727","10,911004","5,34","-2,46","-6,93","10,09","1,257"
16464,"3,534457","7,566324","5,35","-13,35","-10,79","7,66","0,937"
21656,"4,649698","22,325149","5,35","-6,01","-7,09","9,86","0,514"
23629,"5,080302","13,308864","5,35","0,07","-4,1","7,62","0,028"
27648,"5,853211","8,898564","5,35","-9,24","-8,97","8,24","0,538"
28216,"5,961776","22,532354","5,35","1,51","-3,94","10,77","1,022"
15918,"3,416486","10,010043","5,37","87,46","-10,7","7,96","1,034"
18820,"4,033120","18,786953","5,37","35,67","-16,75","10,13","0,509"
18823,"4,034191","17,297379","5,37","44,48","-8,98","9,44","0,802"
20644,"4,424176","23,738338","5,37","29,93","14,8","10,76","0,774"
24634,"5,284892","16,351588","5,37","4,92","-27,56","7,43","1,03"
27302,"5,784276","7,584574","5,39","-9,94","2,33","7,85","0,895"
15298,"3,289556","9,105972","5,4","25,51","-1,71","9,28","1,089"
21942,"4,716474","14,814572","5,4","-24,3","11,59","6,69","0,904"
16802,"3,604631","17,812070","5,41","7,43","-4,2","8,6","0,321"
17657,"3,782104","18,283961","5,41","6,1","-15,48","8,94","0,485"
26520,"5,639902","18,136213","5,41","3,94",-39,"9,33","0,6"
15555,"3,339813","19,872715","5,42","2,82","0,32","6,9","1,223"
25959,"5,538351","17,743645","5,42","7,4","-37,7","7,99","0,476"
27091,"5,744843","12,415317","5,42","13,55","-26,14","6,95","0,938"
27962,"5,915403","5,860775","5,42","0,99","-16,21","6,8","0,007"
28308,"5,982040","20,676409","5,42","-1,82","-13,46","8,17","0,94"
26539,"5,644115","20,035054","5,43","0,23","-30,14","9,34","0,653"
19970,"4,281875","11,483984","5,44","-9,92","-2,81","9,44","0,53"
26248,"5,590869","24,039589","5,44","14,98","-20,22","5,37","-0,092"
24450,"5,245569","5,156151","5,45","-7,01","8,74","5,5","1,369"
20715,"4,439195","8,590269","5,46","3,43","-5,46","6,06","-0,01"
24945,"5,343865","20,829940","5,46","-15,27","-8,74","7,71","0,142"
20508,"4,394865","13,828679","5,47","-4,93","-22,14","7,55","1,09"
14329,"3,080455","13,797461","5,48","26,86","-12,84","7,36","0,943"
25561,"5,463278","15,065767","5,48","6,69","-16,86","8,59","0,094"
27421,"5,806213","20,869481","5,48","8,19","-17,88","6,03","-0,051"
27496,"5,822609","23,624686","5,48","34,39","-41,63","9,18","0,64"
18116,"3,873080","18,597726","5,49","-23,11","-31,45","7,94","0,21"
26631,"5,660035","6,882484","5,49","-3,53","-4,66","8,43","0,306"
18461,"3,945107","5,836068","5,5","-19,09","-19,38","10,41","0,844"
21506,"4,618949","10,841841","5,5","-0,34","-11,41","7,53","0,208"
23339,"5,020213","7,869258","5,5","-4,96","-16,99","8,69","0,581"
16598,"3,560822","17,329255","5,51","2,67","-23,71","8,49","0,577"
17908,"3,829773","9,877930","5,51","13,06","-44,31","7,8","1,31"
24716,"5,301134","13,417736","5,51","-14,35","-14,68","7,74","1,587"
19032,"4,077057","16,627413","5,52","-12,88","-4,79","9,2","0,47"
22490,"4,838139","6,949913","5,52","-3,8","4,65","7,22","0,144"
22805,"4,905732","17,609144","5,52","17,67","-23,12","9,59","0,515"
23674,"5,088956","13,001023","5,52","-2,03","-5,02","8,7","0,258"
26238,"5,589984","6,764791","5,52","-7,33","2,81","8,47","0,28"
19478,"4,172199","8,414771","5,53","7,13","1,71","8,28","0,228"
24989,"5,350903","4,478059","5,53","3,9","-0,1","8,4","-0,015"
27594,"5,843062","18,922464","5,53","-7,22","-26,18","8,88","0,444"
17563,"3,761234","6,049991","5,54","20,61","-15,61","5,34","-0,099"
17697,"3,790205","12,508232","5,54","11,29","-20,61","8,39","1,229"
19616,"4,203533","20,745180","5,54","16,82","-15,61","9,31","0,587"
28272,"5,973484","23,155888","5,54","-3,88","-22,96","7,6","1,047"
13641,"2,927287","5,496161","5,55","-14,68","-2,23","9,65","0,405"
28478,"6,012137","5,802848","5,55","17,28","-6,18","8,42","0,417"
19649,"4,210434","12,456208","5,56","-5,84","-0,01","9,02","0,574"
23270,"5,006745","24,162712","5,56","-9,81","-11,24","7,84","0,403"
13762,"2,952664","3,678703","5,57","23,72","-18,49","7,59","0,418"
16551,"3,552141","19,383256","5,57","18,01","-30,95","8,07","0,081"
26313,"5,604027","6,646176","5,57","-3,8","-6,29","9,46","0,426"
28561,"6,028229","22,401001","5,58","-6,19","-17,4","6,36","-0,071"
20188,"4,327060","10,121437","5,59","-16,92","-40,9","6,31","1,428"
26644,"5,662567","4,434587","5,59",3,"-0,58",8,"-0,04"
25297,"5,411523","11,529365","5,6","-46,2","-116,6","7,19","1,077"
16609,"3,562912","8,290570","5,61","24,95","-25,99","8,74","0,33"
28359,"5,992164","18,852127","5,61","1,8","-4,9","7,55","0,123"
16530,"3,547521","5,254597","5,62","27,41","-26,49","7,33","0,965"
22846,"4,915224","16,386499","5,62","0,13","-6,72","7,12","0,211"
21910,"4,711302","8,643427","5,63","5,23","-12,59","9,53","0,488"
24182,"5,192539","4,886933","5,63","-0,85","-16,1","8,63","1,129"
25621,"5,473807","22,742547","5,63","-0,46","-35,67","7,21","1,155"
16109,"3,458897","19,187133","5,64","-56,75","-67,2","9,17","0,624"
25433,"5,439602","8,999975","5,64","-20,74","-6,66","7,71","0,044"
21282,"4,566778","7,272302","5,65","-17,77","-12,87","8,79","0,37"
17038,"3,652270","9,143687","5,66","14,46","-35,76","7,76","0,194"
20390,"4,366510","19,535119","5,66","15,45","-12,48","9,81","1,116"
28432,"6,004322","8,956178","5,66","-4,24","-19,65","7,95","0,371"
23333,"5,018893","23,439020","5,67","4,63","-11,78","7,78","0,27"
25678,"5,484111","14,744021","5,67","21,08","-45,34","10,26","0,681"
16296,"3,501653","11,387526","5,68","10,33",-13,9,"0,487"
16808,"3,605963","19,559316","5,68","9,77","-26,1","8,36","0,274"
24633,"5,284844","12,565487","5,68","11,88","-9,98","7,05","1,051"
25785,"5,505534","4,204795","5,68","17,38","-25,34","6,21","1,28"
18902,"4,051826","14,483428","5,7","22,78","-14,6","8,48","0,669"
13870,"2,977416","17,676922","5,71","15,18","-3,76","8,59","0,232"
15375,"3,304215","12,823838","5,71","10,26","-9,47","7,76","0,225"
18058,"3,859831","5,938759","5,71","23,99","12,95","11,82","1,036"
22653,"4,872938","23,751638","5,71","-5,6","-8,69","8,56","1,313"
14586,"3,139197","18,795053","5,72","37,88","-14,33","6,24","1,56"
15810,"3,394378","8,838911","5,72","-8,92","-12,28","10,67","0,584"
16050,"3,445306","6,659718","5,72","-19,02","-31,76","9,62","0,402"
19200,"4,115137","8,191810","5,72","-4,61","9,32","7,94","1,352"
21467,"4,610461","18,754944","5,74","-26,31","-6,42","10,31","0,585"
28323,"5,984117","15,314902","5,74","14,82","-71,87","8,16","0,585"
21102,"4,521179","7,452627","5,76","2,41","-10,34","7,82","1,021"
25077,"5,368932","8,005156","5,76","7,35","-10,03","7,89","0,187"
17771,"3,804519","11,143294","5,77","28,25","-29,82","5,08","-0,125"
18805,"4,029482","9,998017","5,77","5,59","1,13","5,67","0,005"
19085,"4,091978","14,286293","5,77","11,32","-36,71","7,3","1,22"
20756,"4,447537","17,028632","5,77","27,27","-52,56","6,86","1,494"
22267,"4,794453","13,114660","5,77","26,25","-2,37","8,73","0,473"
25555,"5,462669","15,874052","5,77","4,39","-21,26","5,52","0,015"
27428,"5,808014","17,433494","5,77","3,8","-8,74","7,29","0,06"
18315,"3,916028","12,906111","5,78","0,64","-6,32","9,45","0,27"
26240,"5,590530","22,438062","5,78","24,66","-26,83","8,35","0,577"
15072,"3,238099","22,953768","5,8","59,19","-8,35","6,76","1,111"
20025,"4,295285","13,836592","5,8","65,11","43,63","6,9","0,993"
22096,"4,755060","24,410132","5,8","-15,08","-2,11","9,05","0,464"
21993,"4,726841","7,466423","5,81","-10,47","-8,32","10,06","0,742"
26025,"5,552498","5,277053","5,81","-17,65","-11,55","8,69","0,348"
19281,"4,131852","16,530612","5,82","-3,09","-13,68","7,6","0,102"
22753,"4,894247","12,907831","5,82","3,32","-90,37","10,18","0,612"
18787,"4,025106","19,810888","5,83","6,07","-18,5","9,34","0,559"
22239,"4,785185","10,051656","5,83","14,98","2,84","7,19","0,16"
22536,"4,850175","24,122657","5,83","-5,16","-10,99","9,9","0,596"
27652,"5,854740","23,926308","5,83","-3,93","-22,89","8,52","0,208"
17318,"3,707149","15,815328","5,84","15,07","-21,2","9,32","0,283"
22367,"4,815626","3,689705","5,84","-15,5","-12,15","7,02","0,034"
24942,"5,343264","15,059314","5,84","1,09","-6,49","8,14","0,124"
27495,"5,822368","21,039117","5,84","0,47","-31,87","9,06","0,406"
14140,"3,038810","19,085489","5,85","1,44","-7,03","9,88","1,115"
23049,"4,960329","17,392173","5,85","69,62","-104,11","9,18","0,708"
26867,"5,704026","8,373538","5,85","-13,03","-16,32","7,96","1,062"
13756,"2,951271","4,501030","5,86","20,77","24,44","6,15","1,623"
16651,"3,570455","3,432278","5,86","-3,12","-35,62","7,51","1,133"
16979,"3,639605","22,499683","5,86","20,33","-43,05","10,09","0,634"
21996,"4,728067","6,662208","5,86","0,89","-10,9","10,43","0,264"
26487,"5,633644","7,541420","5,86","11,39","-14,74","5,87","-0,061"
28260,"5,971245","11,106490","5,86","-1,22","-3,01","9,64","0,087"
15611,"3,350232","8,451046","5,87","-14,74","-15,72","8,14","0,102"
24181,"5,192446","12,669961","5,87","24,45","-8,7","10,45","0,45"
27345,"5,791656","4,100190","5,87","-5,12","-4,53","7,65","-0,042"
22084,"4,751103","5,871678","5,89","17,51","-17,3","8,49","0,308"
27153,"5,756275","12,789326","5,89","4,02","-10,17","7,46","0,77"
13538,"2,905793","11,309525","5,9","21,14","-9,51","8,38","0,26"
27205,"5,766890","21,317804","5,91","1,05","-41,14","7,7","0,394"
14572,"3,135697","22,659595","5,92","10,28","-16,52","9,53","0,379"
14590,"3,140241","6,723459","5,92","18,93","21,6","7,65","0,972"
16830,"3,608566","10,185406","5,92","-14,95","-29,57","9,26","0,577"
20778,"4,450975","4,280958","5,92","-4,96","-10,97","9,02","0,121"
21109,"4,523737","4,575287","5,92","0,22","-12,85","8,38","1,008"
24535,"5,263942","19,954022","5,92","-1,05","-6,09","8,06","0,554"
23949,"5,147342","19,859860","5,94","6,24","-13,86","6,51","0,903"
25510,"5,454879","19,995984","5,94","-3,49","-9,56","9,45","0,408"
14126,"3,036304","7,855835","5,95","28,85","-3,35","10,01","0,51"
18274,"3,909305","13,770891","5,95","10,37",-64,"7,55","1,107"
24548,"5,266028","12,044869","5,95","10,49","-19,33","10,39","0,581"
19665,"4,213297","20,735203","5,96","17,32","-24,14","9,17","0,479"
24657,"5,290623","11,723382","5,96","3,16","-30,16","8,53","0,168"
25726,"5,493528","20,050798","5,96","-4,5","-8,69","10,52","0,403"
19896,"4,267742","7,561274","5,97","35,38","-0,73","8,89","0,524"
27618,"5,847610","14,048058","5,97","18,65","11,71","6,59","1,054"
15546,"3,338709","16,423702","5,98","4,94","-7,15","9,25","1,171"
19103,"4,094884","10,037128","5,98","-14,18","6,31","6,72","1,034"
20139,"4,317825","24,027949","5,98","17,27","-13,8","7,86","0,982"
21761,"4,673579","9,504038","5,98","8,3","0,54","10,11","0,56"
17643,"3,780486","11,184102","5,99","97,51","-55,94","8,27","1,072"
20595,"4,411230","12,904039",6,"-8,64","1,06","7,87","0,411"
20808,"4,458799","7,369553",6,"14,38","-15,63","9,83","0,566"
21776,"4,677591","8,679265",6,"-9,66","-8,52","12,6","-0,02"
21334,"4,578700","15,265110","6,01","17,46","1,7","12,09",      
26767,"5,686033","4,239929","6,01","26,09","-10,78","8,81","0,399"
22667,"4,875545","14,250642","6,02","-2,62","-56,13","4,71","1,773"
17480,"3,745519","13,989451","6,03","21,84","-15,98","9,81","0,634"
19299,"4,137284","22,021202","6,04","-40,39","-14,13","8,88","0,475"
24906,"5,338415","19,578230","6,05","5,98","-12,94","6,65","-0,026"
14804,"3,186173","7,174020","6,06","24,32","-14,11","7,84","0,451"
16627,"3,565653","15,625605","6,06","25,96","-36,55","9,57","0,552"
18718,"4,010288","13,892212","6,06","20,65","-12,2","7,31","1,42"
13638,"2,926994","13,178411","6,07","-28,18","-8,61","8,84","0,551"
14176,"3,046846","8,471845","6,07","7,81","-28,63","8,2","1,422"
22682,"4,878081","12,384710","6,09","-1,13","-8,68","7,26","0,146"
25618,"5,472847","18,101673","6,09","-66,82","-63,5","9,35","0,612"
28647,"6,049183","17,665588","6,09","-12,23",-5,"7,91","0,96"
17281,"3,700458","14,922172","6,1","-2,26","-2,94","9,47","0,615"
24993,"5,351752","12,430888","6,1","-7,04","-13,44","8,38","1,089"
17617,"3,773959","13,509100","6,11","24,62","-27,24","6,88","0,069"
17983,"3,843780","17,776638","6,11","-4,43","-15,51","9,12","0,479"
24668,"5,292343","22,829213","6,11","-2,76","1,02","8,91","0,47"
22266,"4,793884","13,115845","6,12","-3,72","-36,91","11,97",      
24363,"5,227192","4,211168","6,12","-0,09","-3,71","8,7","0,043"
26229,"5,588615","19,752907","6,12","10,19","-34,91","8,07","0,304"
15137,"3,252264","14,896601","6,13","2,88","-5,29","10,98","0,048"
18955,"4,062270","22,944283","6,13","19,18","-45,37","9,68","0,57"
20068,"4,303165","9,155522","6,13","11,7","-12,68","10,25","1,22"
21973,"4,722700","12,445988","6,13","7,16","-16,53","9,64","0,714"
22848,"4,915660","8,599997","6,13","-15,02",-2,"6,86","0,15"
24518,"5,259849","8,441299","6,13","-6,33","-8,98","8,17","0,091"
26886,"5,707993","18,987631","6,13","8,49","-21,53","7,31","1,34"
16314,"3,504258","12,901794","6,14","-32,67","-45,33","8,24","1,016"
18485,"3,951058","23,175550","6,14","8,95","-16,98","6,05","0,031"
19538,"4,184989","6,718512","6,14","54,6","-22,39","8,77","0,492"
22970,"4,942656","21,560276","6,14","-3,63","-6,34","9,3","0,509"
27502,"5,823675","18,618109","6,15","33,85","-35,42","7,83","0,358"
13966,"2,997328","11,977839","6,16","6,74","-31,53","9,44","0,725"
14569,"3,135113","17,027377","6,16","-23,47","-1,22","7,67","0,401"
16152,"3,469208","17,167525","6,16","35,76","-30,95","8,33","0,384"
19367,"4,148719","20,385998","6,16","23,25","-51,07","9,37","0,587"
15640,"3,356043","23,007761","6,19","-57,02","-28,88","9,81","0,58"
19634,"4,206945","23,574572","6,19","-15,79","-25,53","7,16","1,014"
28190,"5,957699","5,001260","6,19","-11,69","8,74","7,84","0,22"
13643,"2,927852","14,706750","6,2","-13,36","-19,22","7,82","0,202"
13950,"2,994639","9,635438","6,2","43,6","21,66","8,48","1,101"
17066,"3,657936","6,736597","6,2","68,78","-2,92","9,3","0,823"
20089,"4,306844","9,487162","6,2","-2,22","-16,17","6,54","0,165"
22352,"4,812183","21,315768","6,2","-6,85","-16,39","7,03","0,122"
17899,"3,828580","10,559200","6,21","-8,61","-7,3","7,52","0,921"
24435,"5,242313","18,623174","6,21","105,91","-235,74","10,32","0,835"
26256,"5,591847","7,272542","6,21","1,86","-27,67","9,2","0,561"
25139,"5,379825","3,824824","6,22","8,66","-32,95","9,09","0,506"
16478,"3,536651","11,542426","6,23","31,18","-40,99","6,79","0,035"
14764,"3,177443","11,872627","6,24","30,74","-26,98","5,97","-0,061"
20011,"4,290965","16,590655","6,24","-24,14","11,43","8,36","0,505"
23361,"5,023709","15,244174","6,24","-40,03","-29,87","8,02","1,045"
23382,"5,026882","12,340892","6,24","53,1","-116,5","7,66","1,038"
27746,"5,873139","20,696392","6,24","7,92","-19,99","8,19","0,02"
18222,"3,896025","16,930722","6,26","-6,27","14,45","8,27","1,068"
18762,"4,018606","20,199158","6,26","31,67","-79,25","6,76","1,055"
28337,"5,987925","4,465848","6,26","48,04","-19,74","7,98","1,08"
20169,"4,322761","7,161677","6,27","4,52","71,69","10,74","0,656"
22676,"4,876886","17,333476","6,27","16,66","-23,02","9,26","0,583"
22967,"4,942102","15,813829","6,27","49,86","-44,2","9,26","0,584"
16664,"3,574062","24,464393","6,28","2,7","-33,96","5,95","0,123"
17316,"3,706666","21,473491","6,28","24,13","-47,88","9,85","0,55"
17240,"3,692256","10,081773","6,29","-15,23","-19,59","7,25","1,228"
19262,"4,128611","21,262622","6,29","-5,4","-48,19","9,18","0,63"
23651,"5,082980","15,971177","6,29","-5,09","0,25","9,32","0,434"
27106,"5,748124","16,086088","6,29","1,19","-10,37","6,99","0,048"
17923,"3,832793","23,848696","6,3","18,74","-44,35","6,73","0,063"
16358,"3,512617","6,188703","6,31","42,38","-16,79","5,93","0,953"
20361,"4,360567","5,389186","6,31","3,5","4,17","9,1","0,1"
21864,"4,701297","14,326522","6,31","23,56","-10,65","8,77","0,42"
17021,"3,649259","4,767373","6,32","9,44","-4,78","9,88","0,363"
20941,"4,489903","9,535876","6,32","7,73","-22,33","10,56","0,912"
15670,"3,364822","5,699313","6,33","19,56","2,46","9,63","0,631"
16643,"3,569098","21,728971","6,33","-1,96","-10,13","9,22","0,347"
20343,"4,358453","4,156880","6,33","16,11","-4,28","10,28","0,501"
27743,"5,872859","14,171787","6,33","-17,46","-2,88","5,6","-0,053"
14937,"3,210101","3,961061","6,34","26,35","-3,91","9,41","0,587"
22984,"4,945501","8,822407","6,34","19,75","0,25","7,49","0,219"
24368,"5,228702","3,581162","6,34","-26,5","-11,18","9,59","0,327"
18501,"3,956285","3,527889","6,35","-2,64","-7,59","10,34","0,552"
21899,"4,708551","17,877842","6,35","21,33","-55,5","10,54","0,577"
26093,"5,565079","14,305578","6,35","-1,96","-5,74","5,6","-0,118"
26259,"5,592162","7,388493","6,35","-7,64","-4,78","9,45","0,412"
26518,"5,639371","8,487310","6,36","-1,12","-6,33","6,72","1,184"
27385,"5,799850","3,968503","6,36","-0,58","-14,6","9,12","0,302"
18736,"4,013718","10,552747","6,37","27,61","-10,97","9,15","0,51"
22485,"4,837089","17,701723","6,37","-7,94","8,31","12,66","-0,06"
25698,"5,488164","10,135971","6,37","24,57","-17,58","8,74","1,195"
28175,"5,952951","10,232914","6,37","-3,62","-6,62","9,1","0,341"
28273,"5,973727","23,967607","6,37","1,36","-1,07","10,63","1,01"
21434,"4,602594","8,225751","6,38","-2,55","-13,07","7,7","0,112"
21266,"4,562904","10,517700","6,39","1,79","-9,11","7,88","0,17"
27513,"5,826507","10,724048","6,4","20,95","9,91","8,28","0,473"
27373,"5,797679","13,445842","6,41","-3,19","1,85","8,73","1,073"
13532,"2,904877","20,565819","6,42","-9,34","-6,8","7,12","1,26"
18721,"4,011100","20,303296","6,42","21,83","-20,29","9,39","0,487"
18763,"4,018844","8,459921","6,42","-19,04","-8,5","9,2","0,661"
21341,"4,579289","22,692312","6,42","40,31","-28,79","6,78","0,482"
26201,"5,584325","24,290769","6,42","6,59","-12,33","6,82","1,04"
19176,"4,110778","20,303093","6,43",6,"-15,4","9,57","0,699"
26447,"5,627134","15,244623","6,43","-3,91","-14,66","7,44","1,043"
27560,"5,836962","4,423406","6,43","7,86","-38,28","5,96","1,361"
28455,"6,007859","22,899701","6,43","10,63","-13,81","7,04","0,111"
14649,"3,155592","20,761123","6,44","51,46","-11,77","6,41","1,241"
15612,"3,350364","19,476262","6,44","63,85","-56,74","7,96","0,594"
18026,"3,852501","5,166391","6,44","7,65","-17,13","9,1","0,387"
27093,"5,745404","3,831411","6,44","-8,41","-6,36","7,64","0,002"
15380,"3,305537","24,081817","6,45","-29,39","-32,84","7,25","1,178"
20352,"4,359133","16,802954","6,46","39,1","-105,18","9,17","0,554"
26914,"5,713569","4,852398","6,46","-0,97","-0,25","9,6","0,17"
26282,"5,596232","18,762274","6,47","-29,72","16,22","9,61","0,644"
21173,"4,539325","18,216221","6,48","-19,44","8,03","10,58","0,521"
19720,"4,226270","10,212458","6,49","26,34","-25,19","6,24","0,021"
22740,"4,892192","16,821968","6,49","6,8","-26,69","10,42","0,651"
25656,"5,480481","6,009291","6,49","-6,39","5,83","8,03","0,172"
16393,"3,518411","15,736097","6,5","-3,56","-5,96","10,32","0,563"
17591,"3,768409","10,548832","6,5","-11,06","11,06","7,59","1,059"
25767,"5,502433","6,959373","6,5","-3,98","-20,92","8,93","0,256"
26655,"5,665188","13,022735","6,5","-1,17","-5,69","7,09","0,128"
19280,"4,131524","4,297323","6,51","-6,31","-6,59","8,23","0,415"
28815,"6,083056","18,311024","6,51","7,89","-12,39","8,94","0,315"
27214,"5,767742","21,285359","6,52","-2,26","-41,8","8,06","0,324"
27573,"5,839958","4,956741","6,52","0,91","-1,22","7,41","0,025"
18709,"4,007567","5,334588","6,53","30,45","-4,39","9,29","0,562"
18831,"4,036890","4,583888","6,53","50,88","-12,86","10,01","0,681"
21401,"4,594192","6,178414","6,54","-25,36","-8,06","10,8","0,598"
18117,"3,873545","12,378796","6,55","6,37","-16,6","9,88","0,578"
28397,"5,998064","9,533690","6,55","14,29","-20,84","8,24","0,256"
17696,"3,789793","12,449997","6,56","-15,24","-14,4","9,59","0,587"
26568,"5,648813","20,030543","6,56","-12,35","-37,73","9,3","0,597"
20540,"4,401255","12,972411","6,58","69,19","-36,4","7,7",1
16201,"3,478621","4,357108","6,59","5,58","-11,46","7,68","0,185"
20203,"4,329710","4,778920","6,59","-4,19","-12,2","10,44","0,422"
22462,"4,834407","12,526236","6,59","-66,32","45,24","10,09","0,447"
24666,"5,292286","5,482323","6,59","17,61","-6,02","7,14","1,011"
25312,"5,414075","22,972069","6,59","30,45","-22,08","9,44","0,506"
17026,"3,650017","20,915765","6,6","-4,67","-34,27","6,5","0,151"
18477,"3,948735","10,314200","6,6","15,51","-28,44","9,38","0,643"
20852,"4,468149","8,154802","6,6","-1,31","-7,57",7,"0,038"
14556,"3,132302","7,256172","6,61","7,49","-4,03","8,08","0,225"
14843,"3,195187","11,141712","6,61","10,03","-124,12","9,14","0,678"
14104,"3,031195","5,336152","6,62","43,23","19,71","6,24","1,041"
16950,"3,634689","20,233853","6,62","68,27","-45,28","9,45","0,756"
19170,"4,110074","3,780959","6,62","15,19","-11,27","10,01","0,626"
17605,"3,771145","7,692611","6,63","102,05","-70,69","10,09","0,68"
19756,"4,235304","8,182831","6,63","11,58","-7,6","9,7","0,594"
21639,"4,647818","20,780734","6,63","5,61","-15,99","9,89","0,48"
26922,"5,714281","5,603261","6,63","-1,78","-6,53","8,97","0,241"
14174,"3,046148","3,630705","6,64","47,39","6,96","9,26","0,611"
18263,"3,907011","24,360077","6,64","20,29","-48,98","10,94","0,714"
22426,"4,825813","7,637339","6,64","-0,38","-41,19","10,01","0,59"
27685,"5,860961","23,229993","6,64","-11,21","-4,99","8,31","0,088"
28171,"5,952385","10,229366","6,64","9,21","-1,61","8,68","0,491"
13878,"2,979340","13,604442","6,65","30,73","-80,89","7,27","1,047"
14767,"3,177748","21,892646","6,65","-29,16","-78,05","7,22","1,065"
16497,"3,540453","12,363486","6,65","21,21","-7,88","8,33","0,334"
23909,"5,137208","21,813300","6,65","0,98","-17,46","8,53","0,314"
13723,"2,946129","21,428081","6,66","11,82","-14,11","8,77","0,345"
17317,"3,706673","22,421138","6,66","19,29","-44,43","10,4","0,7"
21629,"4,644142","6,874783","6,66","19,16","-25,2","8,32","0,271"
22923,"4,932875","5,399024","6,66","-18,89","-13,98","6,5","0,025"
25086,"5,370716","19,834219","6,66","8,21","-6,62","8,58","0,342"
14236,"3,059256","14,470711","6,67","-21,46","-34,14","7,86","1,05"
16715,"3,584294","11,045840","6,67","-16,26","-11,46","7,99","0,561"
15978,"3,428963","5,935435","6,68","63,95","-20,06","7,65","0,082"
20038,"4,297576","22,354064","6,68","2,8","-15,64","8,18","0,579"
21856,"4,699902","21,508951","6,68","14,05","-0,53","8,96","1,353"
20804,"4,457991","11,212300","6,7","-2,51","-13,2","5,87","0,049"
25554,"5,462538","10,778429","6,7","17,85","-6,02","10,36","0,579"
27785,"5,879755","21,168933","6,7","-17,23","-24,95","9,34","0,453"
17505,"3,748912","14,640021","6,71","30,64","-4,73","10,69","0,565"
17133,"3,669433","13,198730","6,72","23,96","-27,05","10,08","0,693"
16944,"3,634182","18,480995","6,73","-26,25","-1,09","9,91","0,5"
18405,"3,935150","20,771703","6,73","22,07","-12,81","7,88","1,008"
22056,"4,743384","22,456865","6,73","15,84","-18,68","10,09","0,593"
28785,"6,077340","21,395384","6,73","-40,81","-8,81","8,32","0,398"
16568,"3,555526","15,536956","6,74","28,98","-20,59","9,1","0,523"
21687,"4,656307","19,118538","6,74","19,41","-35,07","9,53","0,536"
19451,"4,165641","15,868113","6,76","27,26","-11,92","9,9","0,587"
15954,"3,423396","17,743809","6,77","57,93","-83,22","8,69","0,667"
20493,"4,392324","20,982045","6,77","15,93","-35,07",6,"0,029"
26719,"5,678361","6,933133","6,77","8,84","-1,33","10,78","0,48"
13544,"2,907114","9,777385","6,78","18,06","6,8","10,7","0,624"
14111,"3,032313","13,239347","6,78","83,96","-40,09","9,37","0,427"
18459,"3,944369","21,957635","6,78","42,2","-40,72","9,53","0,469"
19772,"4,239152","19,579661","6,78","16,04","-50,71","8,18","0,543"
21526,"4,622109","6,493784","6,78","14,34","-12,92","9,48","0,509"
28686,"6,056880","11,681065","6,79","-11,84","-5,03","6,09","-0,035"
17065,"3,657890","12,815187","6,8","15,1","-9,04","9,67","0,565"
20580,"4,408193","22,741511","6,8","31,05","-36,92","7,95","0,406"
27386,"5,800065","6,454156","6,8","4,05","-22,2","5,26","0,234"
15766,"3,386472","21,568018","6,83","-6,8","2,13","9,28","0,524"
26954,"5,719797","8,162837","6,83","4,39","-5,46","9,85","0,147"
15489,"3,327207","12,004040","6,84","-41,19","-46,3","9,78","0,688"
17907,"3,829582","9,407495","6,84","25,82","-24,4","6,77","-0,026"
25051,"5,363597","23,283517","6,84","28,1","-15,24","10,04","0,609"
16224,"3,483620","11,738502","6,85","-6,73","-0,76","9,45","0,441"
16985,"3,640659","15,149635","6,85","3,65","-57,55","7,35","1,164"
24574,"5,271539","19,295241","6,86","-3,21","-23,77","9,3","0,478"
19799,"4,243398","10,011406","6,88","-6,57","-13,44","5,22","-0,085"
23310,"5,013126","4,567638","6,88","84,73","-35,94","6,69","1,032"
14024,"3,010107","22,828998","6,89","0,44","11,19","7,13","1,098"
17791,"3,808360","24,345524","6,9","17,7","-43,2","6,96","0,128"
25070,"5,366983","22,168718","6,9","3,74","-45,21","10,53","0,668"
18650,"3,992540","4,606712","6,91","4,11","13,47","7,97","0,332"
23043,"4,956206","17,153677","6,91","-11,16","-12,3","5,51","1,304"
24850,"5,327495","15,785997","6,91","-6,44","-4,93","8,33","0,327"
